travel sustainable,travel sustainable_2,star rating,quality rating,preferred badge,review score,overall review,reviews count,property name,location,price,distance from centre,room type recommendation
N/A,N/A,3 out of 5,N/A,N/A,7.0,Good,98,Le Apple Boutique Hotel Bukit Bintang,"Bukit Bintang, Kuala Lumpur",MYR 243,0.8 km from centre,Deluxe Zen Double Room
Travel Sustainable Level 1,N/A,3 out of 5,N/A,N/A,7.9,Good,849,Hotel Capitol Kuala Lumpur,"Bukit Bintang, Kuala Lumpur",MYR 205,1 km from centre,Superior Twin Room
Travel Sustainable Level 3,N/A,4 out of 5,N/A,This is a Preferred Partner property,8.3,Very good,557,Vortex Suites KLCC Kuala Lumpur,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 786,100 m from centre,Deluxe Three-Bedroom Suite
Travel Sustainable Level 3,N/A,4 out of 5,N/A,This is a Preferred Partner property,7.7,Good,19,INNSiDE by Meliá Kuala Lumpur,Kuala Lumpur,MYR 268,7.6 km from centre,The Innside Room
Travel Sustainable Level 1,N/A,5 out of 5,N/A,This is a Preferred Partner property,8.4,Very good,"5,534",Pullman Kuala Lumpur City Centre Hotel & Residences,"Bukit Bintang, Kuala Lumpur",MYR 433,0.9 km from centre,Deluxe King Room
N/A,N/A,4 out of 5,N/A,This is a Preferred Partner property,7.3,Good,50,Malaysia Suites at Times Square KL,"Bukit Bintang, Kuala Lumpur",MYR 219,1.4 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Star Residences KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 437,1 km from centre,Two-Bedroom Suite
Travel Sustainable Level 1,N/A,4 out of 5,N/A,This is a Preferred Partner property,8.4,Very good,478,Better Residence Suite at Times Square KL,"Bukit Bintang, Kuala Lumpur",MYR 229,1.3 km from centre,Studio
Travel Sustainable Level 2,N/A,4 out of 5,N/A,This is a Preferred Partner property,8.6,Fabulous,"3,270",VE Hotel & Residence,"Bangsar South, Kuala Lumpur",MYR 264,6.7 km from centre,Deluxe King Room
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.9,Fabulous,42,"Platinum 2 by DM Suites KLCC , Kuala Lumpur","Kuala Lumpur City-Centre, Kuala Lumpur",MYR 458,0.6 km from centre,Superior King Suite
N/A,N/A,N/A,4 out of 5,N/A,9.0,Superb,21,#28Blvd Professional Designer CozyHome with free parking,"Ampang, Kuala Lumpur",MYR 160,5.7 km from centre,Studio with Balcony
N/A,N/A,N/A,N/A,N/A,8.0,Very good,2,comportable 1 bedroom colony,"Chow Kit, Kuala Lumpur",MYR 136,1.1 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Star Residences KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 437,1 km from centre,Two-Bedroom Suite
Travel Sustainable Level 2,N/A,4 out of 5,N/A,This is a Preferred Partner property,7.2,Good,"1,739",EXPRESSIONZ KLCC BY G Suites,Kuala Lumpur,MYR 130,2 km from centre,Deluxe Twin Room
N/A,N/A,N/A,N/A,N/A,6.5,Review score,4,Casa Residency Apartments by Moonlight,"Bukit Bintang, Kuala Lumpur",MYR 280,1.4 km from centre,Three-Bedroom Apartment
Travel Sustainable Level 3,N/A,N/A,4 out of 5,This is a Preferred Partner property,9.3,Superb,81,The Platinum KLCC By Castle,Kuala Lumpur,MYR 342,0.8 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,9.0,Superb,21,#28Blvd Professional Designer CozyHome with free parking,"Ampang, Kuala Lumpur",MYR 160,5.7 km from centre,Studio with Balcony
Travel Sustainable Level 3,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.2,Very good,462,Ceylonz Lifestyle Suites @ Bukit Bintang,"Bukit Bintang, Kuala Lumpur",MYR 310,0.9 km from centre,Designer Twin Studio
N/A,N/A,N/A,3 out of 5,This is a Preferred Partner property,7.4,Good,173,VORTEX SUITES KLCC by PNUT With NETFLIX,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 150,50 m from centre,Three-Bedroom Apartment
Travel Sustainable Level 1,N/A,4 out of 5,N/A,This is a Preferred Partner property,8.5,Very good,721,"Hyatt House Kuala Lumpur, Mont Kiara","Mont Kiara, Kuala Lumpur",MYR 398,6.3 km from centre,Den King Room
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Barki Cheapest Apartments,Kuala Lumpur,MYR 130,3.4 km from centre,One-Bedroom Apartment
Travel Sustainable Level 3,N/A,N/A,4 out of 5,This is a Preferred Plus property,8.1,Very good,637,Star Suites KLCC by Like Home,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 314,1 km from centre,One-Bedroom Apartment
N/A,N/A,3 out of 5,N/A,N/A,6.7,Review score,210,REGALPARK Hotel Kuala Lumpur,Kuala Lumpur,MYR 127,2.1 km from centre,King Room
Travel Sustainable Level 1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Condo KLCC, Ampang 2R2B CityTowerView","Ampang, Kuala Lumpur",MYR 191,4.4 km from centre,Two-Bedroom Apartment
N/A,N/A,N/A,N/A,N/A,10,Exceptional,1,The Colony Infinitum By The Relax Stay KL,"Chow Kit, Kuala Lumpur",MYR 131,1.1 km from centre,One-Bedroom Apartment
Travel Sustainable Level 3,N/A,4 out of 5,N/A,This is a Preferred Partner property,8.3,Very good,"1,300",Ascott Kuala Lumpur,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 459,350 m from centre,Premier Studio
Travel Sustainable Level 1,N/A,N/A,3 out of 5,This is a Preferred Partner property,7.2,Good,890,Swiss Garden Residence Kuala Lumpur,"Bukit Bintang, Kuala Lumpur",MYR 218,1.2 km from centre,Deluxe King Suite
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Hanson House @ Continew Residence,"Pudu, Kuala Lumpur",MYR 279,2.5 km from centre,One-Bedroom Apartment
N/A,N/A,1 out of 5,N/A,N/A,7.5,Good,137,Crystal Garden Hotel (Tasik Selatan),Kuala Lumpur,MYR 90,9.1 km from centre,Standard Twin Room
Travel Sustainable Level 1,N/A,N/A,4 out of 5,This is a Preferred Partner property,7.3,Good,15,Eastern Suites @ Eaton KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 288,1.4 km from centre,One-Bedroom Apartment
Travel Sustainable Level 2,N/A,N/A,N/A,This is a Preferred Partner property,8.6,Fabulous,730,A&R Boutique Hotel,Kuala Lumpur,MYR 120,7.7 km from centre,Deluxe Queen Room
N/A,N/A,N/A,N/A,N/A,8.4,Very good,162,Arte Mont Kiara by Autumn Suites Premium Stay,Kuala Lumpur,MYR 116,5.3 km from centre,Standard Studio
N/A,N/A,N/A,3 out of 5,This is a Preferred Partner property,7.4,Good,65,Times Square Super Suite at KL,"Bukit Bintang, Kuala Lumpur",MYR 389,1.3 km from centre,Studio Apartment
N/A,N/A,N/A,N/A,This is a Preferred Partner property,8.1,Very good,121,M Design Hotel @ Taman Pertama,"Pudu, Kuala Lumpur",MYR 110,5.1 km from centre,Queen Room
N/A,N/A,N/A,3 out of 5,This is a Preferred Partner property,7.9,Good,55,Greystone Platinum KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 252,0.7 km from centre,Executive Suite
N/A,N/A,N/A,4 out of 5,N/A,N/A,N/A,N/A,Continew Residence by Ruma Suites,"Pudu, Kuala Lumpur",MYR 189,2.5 km from centre,Deluxe Queen Studio
Travel Sustainable Level 3,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.6,Fabulous,67,The Platinum KLCC By RCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 369,0.7 km from centre,One-Bedroom Apartment
Travel Sustainable Level 3,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.6,Fabulous,171,Rainbow Suites at Platinum KLCC,Kuala Lumpur,MYR 283,0.8 km from centre,One-Bedroom Apartment
N/A,N/A,2 out of 5,N/A,N/A,4.3,Review score,6,Alia KL Sentral,"Brickfields, Kuala Lumpur",MYR 99,3.8 km from centre,Standard Queen Room
Travel Sustainable Level 2,N/A,N/A,3 out of 5,This is a Preferred Partner property,7.7,Good,317,KLCC Homestay Vacation FREE WIFI at Sky Suites KLCC by Birdy Stay,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 324,350 m from centre,Two-Bedroom Apartment
Travel Sustainable Level 3,N/A,N/A,4 out of 5,This is a Preferred Plus property,8.1,Very good,637,Star Suites KLCC by Like Home,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 314,1 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,N/A,N/A,6.7,Review score,308,Seeds Hotel Wangsa Maju,Kuala Lumpur,MYR 106,6.3 km from centre,Double Room
Travel Sustainable Level 1,N/A,4 out of 5,N/A,This is a Preferred Partner property,7.4,Good,"1,676",Silka Cheras Kuala Lumpur,Kuala Lumpur,MYR 136,9.4 km from centre,Superior Room
Travel Sustainable Level 2,N/A,2 out of 5,N/A,N/A,7.2,Good,243,Hotel 28 Chow Kit Kuala Lumpur,"Chow Kit, Kuala Lumpur",MYR 109,1.6 km from centre,Superior Queen Room
N/A,N/A,N/A,4 out of 5,N/A,9.5,Exceptional,2,Chambers Suites KLCC,"Chow Kit, Kuala Lumpur",MYR 185,2 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,10,Exceptional,1,A112 Theme CAT Near Monorial MRT WTC HKL Titiwangsa Only 100m walking distance,Kuala Lumpur,MYR 230,2.4 km from centre,Three-Bedroom Apartment
Travel Sustainable Level 3,N/A,N/A,4 out of 5,N/A,9.6,Exceptional,37,Mercu Summer Suite KLCC by Minshuku,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 170,0.7 km from centre,Deluxe Queen Studio
Travel Sustainable Level 2,N/A,5 out of 5,N/A,This is a Preferred Partner property,9.2,Superb,526,Sunway Resort Hotel,"Bandar Sunway, Kuala Lumpur",MYR 778,14.3 km from centre,Staycation - Deluxe Room
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PakMas Guesthouse,Kuala Lumpur,MYR 175,6.1 km from centre,Three-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,N/A,N/A,N/A,Continew Residence by Ruma Suites,"Pudu, Kuala Lumpur",MYR 189,2.5 km from centre,Deluxe Queen Studio
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Damas Residence Kuala Lumpur,"Sri Hartamas, Kuala Lumpur",MYR 152,5.8 km from centre,One-Bedroom Apartment
N/A,N/A,3 out of 5,N/A,N/A,8.7,Fabulous,989,Suwara Hotel Kepong KL,Kuala Lumpur,MYR 90,8.1 km from centre,Standard Double Room
N/A,N/A,3 out of 5,N/A,N/A,6.8,Review score,167,Hotel Caliber,Kuala Lumpur,MYR 104,6.9 km from centre,Superior Double Room
N/A,N/A,4 out of 5,N/A,This is a Preferred Partner property,8.9,Fabulous,"1,603","Capri by Fraser, Bukit Bintang","Bukit Bintang, Kuala Lumpur",MYR 347,1.2 km from centre,Studio Deluxe Twin
Travel Sustainable Level 3,N/A,N/A,4 out of 5,N/A,9.5,Exceptional,21,Eaton residences KLCC m@h,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 378,1.4 km from centre,Deluxe Family Suite
N/A,N/A,N/A,N/A,N/A,7.0,Good,1,1BDR High Floor KLCC@ Arte+,"Ampang, Kuala Lumpur",MYR 196,4.5 km from centre,One-Bedroom Apartment
N/A,N/A,3 out of 5,N/A,This is a Preferred Partner property,6.8,Review score,127,Meta Hotel,"Ampang, Kuala Lumpur",MYR 67,4.5 km from centre,Deluxe Triple Room
Travel Sustainable Level 1,N/A,N/A,4 out of 5,This is a Preferred Partner property,9.4,Superb,11,Eaton Suites Kuala Lumpur,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 800,1.4 km from centre,Two-Bedroom Apartment
Travel Sustainable Level 2,N/A,4 out of 5,N/A,This is a Preferred Partner property,8.4,Very good,"1,256",Sunway Velocity Hotel Kuala Lumpur,"Pudu, Kuala Lumpur",MYR 294,3.3 km from centre,Superior King Room
N/A,N/A,N/A,4 out of 5,N/A,7.0,Good,1,500mbps High Speed Wifi with Cozy Staycation City View,"Pudu, Kuala Lumpur",MYR 332,3.7 km from centre,Three-Bedroom Apartment
N/A,N/A,N/A,3 out of 5,N/A,7.7,Good,314,3 Towers Jalan Ampang by MYHA Homestay,"Ampang, Kuala Lumpur",MYR 150,3.9 km from centre,Studio Apartment
Travel Sustainable Level 1,N/A,5 out of 5,N/A,This is a Preferred Partner property,7.9,Good,"1,007",E&O Residences Kuala Lumpur,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 453,200 m from centre,One Bedroom King
N/A,N/A,N/A,N/A,N/A,8.3,Very good,79,77 Boutique Hotel,Kuala Lumpur,MYR 127,8.8 km from centre,Deluxe King Room (No Window)
N/A,N/A,2 out of 5,N/A,N/A,6.3,Review score,696,SCC Hotel,Kuala Lumpur,MYR 57,3.6 km from centre,Standard Queen Room
N/A,N/A,N/A,N/A,N/A,5.0,Review score,1,Taragon Bintang,"Bukit Bintang, Kuala Lumpur",MYR 180,1.6 km from centre,One-Bedroom Apartment
Travel Sustainable Level 2,N/A,4 out of 5,N/A,This is a Preferred Plus property,7.6,Good,"1,159",KL Times Square Apartment,"Bukit Bintang, Kuala Lumpur",MYR 190,1.3 km from centre,Superior Suite
N/A,N/A,2 out of 5,N/A,N/A,6.6,Review score,194,Sky Hotel @ Pudu,"Bukit Bintang, Kuala Lumpur",MYR 77,1.5 km from centre,Deluxe Queen Room
N/A,N/A,N/A,4 out of 5,N/A,8.9,Fabulous,8,"Tropicana The Residence , KLCC By SSK","Kuala Lumpur City-Centre, Kuala Lumpur",MYR 330,0.5 km from centre,One-Bedroom Apartment
N/A,N/A,5 out of 5,N/A,N/A,8.7,Fabulous,10,The Pano Jalan Ipoh Sentul by Kenangan Homes,Kuala Lumpur,MYR 148,4.5 km from centre,One-Bedroom Apartment
Travel Sustainable Level 1,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.0,Very good,965,ExpressionZ KLCC By Starwood Luxury,Kuala Lumpur,MYR 185,2 km from centre,Studio with Garden View
N/A,N/A,N/A,4 out of 5,This is a Preferred Partner property,8.3,Very good,141,Ekocheras @ Kuala Lumpur,Kuala Lumpur,MYR 156,7.6 km from centre,Deluxe Studio
Travel Sustainable Level 3,N/A,4 out of 5,N/A,This is a Preferred Plus property,8.4,Very good,"3,186",Saba Suites at Platinum KLCC Bukit Bintang Kuala Lumpur,"Kuala Lumpur City-Centre, Kuala Lumpur","MYR 1,476",0.7 km from centre,Economy Deluxe Apartment
N/A,N/A,N/A,N/A,N/A,7.3,Good,75,Hotel Mezzo,"Pudu, Kuala Lumpur",MYR 97,4.4 km from centre,Standard Queen Room
N/A,N/A,2 out of 5,N/A,N/A,3.4,Review score,20,OYO 90732 New Hotel 33,Kuala Lumpur,MYR 80,8.3 km from centre,Standard Double Room
Travel Sustainable Level 1,N/A,3 out of 5,N/A,N/A,8.4,Very good,63,Stay with Bintang Formerly Hotel Soleil,"Bukit Bintang, Kuala Lumpur",MYR 240,0.8 km from centre,Amber Queen
Travel Sustainable Level 1,N/A,N/A,N/A,This is a Preferred Partner property,6.8,Review score,935,Kitez Hotel & Bunkz,Kuala Lumpur,MYR 91,1.5 km from centre,Deluxe Queen Room
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Pavillion Embassy Service Apartment by Autumn Suites Premium Stay,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 213,1.9 km from centre,Junior Suite
N/A,N/A,N/A,4 out of 5,N/A,N/A,N/A,N/A,Amazing Luxurious Studio with Bathtub & Balcony,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 214,0.7 km from centre,One-Bedroom Apartment
N/A,N/A,3 out of 5,N/A,N/A,6.8,Review score,434,Sun Inns Hotel Batu Caves,Kuala Lumpur,MYR 76,8.8 km from centre,Double Room
N/A,N/A,N/A,3 out of 5,N/A,6.6,Review score,20,ComfyHomes M101 Dang Wangi Pool KLCC View,"Chow Kit, Kuala Lumpur",MYR 86,0.9 km from centre,Superior Studio
N/A,N/A,2 out of 5,N/A,N/A,7.5,Good,646,Smile Hotel Wangsa Maju,Kuala Lumpur,MYR 104,6.3 km from centre,Standard Double Room
Travel Sustainable Level 1,N/A,5 out of 5,N/A,N/A,7.9,Good,"1,404","The Gardens – A St Giles Signature Hotel & Residences, Kuala Lumpur","Mid Valley, Kuala Lumpur",MYR 459,5.2 km from centre,Deluxe Double
N/A,N/A,N/A,4 out of 5,N/A,N/A,N/A,N/A,7 KLCC Bukit Bintang Ceylon 3 Room Apx for 10 Pax,"Bukit Bintang, Kuala Lumpur",MYR 259,0.9 km from centre,One-Bedroom Apartment
N/A,N/A,4 out of 5,N/A,This is a Preferred Partner property,8.5,Very good,78,King Service Suite At Times Square,"Bukit Bintang, Kuala Lumpur",MYR 399,1.3 km from centre,One-Bedroom Apartment
Travel Sustainable Level 1,N/A,N/A,4 out of 5,N/A,8.3,Very good,90,Chambers Premier Suites Kuala Lumpur,"Chow Kit, Kuala Lumpur",MYR 158,2 km from centre,Deluxe Queen Suite - Without Parking
N/A,N/A,N/A,4 out of 5,N/A,9.2,Superb,4,1-6px Bukit Bintang 1min walk to Lot10 Pavilion,"Bukit Bintang, Kuala Lumpur",MYR 291,1 km from centre,One-Bedroom Apartment
N/A,N/A,2 out of 5,N/A,This is a Preferred Partner property,7.5,Good,259,H Boutique Hotel Sri Petaling,Kuala Lumpur,MYR 179,9.4 km from centre,Superior Queen Room without Window
N/A,N/A,N/A,4 out of 5,N/A,8.5,Very good,128,Inspired Homes @ Summer Suite,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 137,0.6 km from centre,Apartment with Balcony
Travel Sustainable Level 2,N/A,N/A,3 out of 5,N/A,7.2,Good,99,EXPRESSIONZ KLCC by Gsuites,Kuala Lumpur,MYR 153,2 km from centre,Deluxe King Room
N/A,N/A,3 out of 5,N/A,N/A,6.8,Review score,434,Sun Inns Hotel Batu Caves,Kuala Lumpur,MYR 76,8.8 km from centre,Double Room
Travel Sustainable Level 3,N/A,4 out of 5,N/A,This is a Preferred Plus property,8.4,Very good,"3,186",Saba Suites at Platinum KLCC Bukit Bintang Kuala Lumpur,"Kuala Lumpur City-Centre, Kuala Lumpur","MYR 1,476",0.7 km from centre,Economy Deluxe Apartment
Travel Sustainable Level 2,N/A,N/A,3 out of 5,This is a Preferred Partner property,7.3,Good,"1,171",Expressionz Suites KL by Perfect Host,Kuala Lumpur,MYR 148,2 km from centre,Deluxe Twin Room
N/A,N/A,2 out of 5,N/A,N/A,5.0,Review score,336,OYO 89717 Budget Star Hotel,"Pudu, Kuala Lumpur",MYR 89,3 km from centre,Deluxe Double Room
Travel Sustainable Level 2,N/A,4 out of 5,N/A,This is a Preferred Partner property,8.0,Very good,408,Ramada Suites by Wyndham Kuala Lumpur City Centre,"Bukit Bintang, Kuala Lumpur",MYR 230,0.6 km from centre,King Room - Non-Smoking
N/A,N/A,N/A,3 out of 5,N/A,8.8,Fabulous,23,"Cozzzzy Two Next to Axiata Arena, Bukit Jalil",Kuala Lumpur,MYR 140,11.3 km from centre,One-Bedroom Apartment
Travel Sustainable Level 2,N/A,4 out of 5,N/A,This is a Preferred Partner property,9.2,Superb,350,Tropicana The Residence KLCC Kuala Lumpur Crown Suites,"Kuala Lumpur City-Centre, Kuala Lumpur","MYR 1,267",0.5 km from centre,Economy Deluxe Apartment
Travel Sustainable Level 3,N/A,N/A,4 out of 5,N/A,9.6,Exceptional,37,Mercu Summer Suite KLCC by Minshuku,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 170,0.7 km from centre,Deluxe Queen Studio
N/A,N/A,2 out of 5,N/A,N/A,7.5,Good,646,Smile Hotel Wangsa Maju,Kuala Lumpur,MYR 91,6.3 km from centre,classic double
N/A,N/A,2 out of 5,N/A,N/A,3.4,Review score,20,OYO 90732 New Hotel 33,Kuala Lumpur,MYR 80,8.3 km from centre,Standard Double Room
N/A,N/A,4 out of 5,N/A,This is a Preferred Partner property,8.5,Very good,78,King Service Suite At Times Square,"Bukit Bintang, Kuala Lumpur",MYR 399,1.3 km from centre,One-Bedroom Apartment
N/A,N/A,4 out of 5,N/A,N/A,7.3,Good,3,Apollo Apartments at Berjaya Times Square,"Bukit Bintang, Kuala Lumpur",MYR 180,1.3 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,8.9,Fabulous,32,Mid Valley 1km away Verve Suites Old Klang Road,"Mid Valley, Kuala Lumpur",MYR 138,7.9 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,9.2,Superb,45,Continew Residences TRX Lux Pool View,"Pudu, Kuala Lumpur",MYR 120,2.5 km from centre,Studio Apartment
N/A,N/A,2 out of 5,N/A,N/A,6.9,Review score,173,Fumah Hotel Kepong,Kuala Lumpur,MYR 78,9.3 km from centre,Standard Double Room
N/A,N/A,2 out of 5,N/A,N/A,6.9,Review score,52,Citytop Hotel Cheras,Kuala Lumpur,MYR 84,10.9 km from centre,Standard Queen Room
N/A,N/A,N/A,4 out of 5,N/A,10,Exceptional,1,TRIBECA Suites KL Pavilion @ Bukit Bintang with Sky Infinity Pool,"Bukit Bintang, Kuala Lumpur",MYR 359,1.2 km from centre,Two-Bedroom Apartment
N/A,N/A,N/A,N/A,N/A,8.0,Very good,1,Taragon suits puteri bintang kl,"Bukit Bintang, Kuala Lumpur",MYR 189,1.6 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,3 out of 5,N/A,7.1,Good,50,The Luxe KLCC View Sky Pool,"Chow Kit, Kuala Lumpur",MYR 143,1.1 km from centre,Studio Apartment
N/A,N/A,N/A,N/A,N/A,10,Exceptional,1,KL City Luxury Condo 5guests! Fancy Facilities!,"Pudu, Kuala Lumpur",MYR 218,3.7 km from centre,Two-Bedroom Apartment
Travel Sustainable Level 3,N/A,4 out of 5,N/A,This is a Preferred Partner property,8.5,Very good,"1,954",Somerset Kuala Lumpur,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 342,1.8 km from centre,Premier Studio
N/A,N/A,N/A,4 out of 5,N/A,9.0,Superb,1,Stylish and Modern 1BR in the Heart of KL ALUX43A,"Bukit Bintang, Kuala Lumpur",MYR 261,1.5 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,8.0,Very good,1,Chambers Residence by SEA Hospitality,"Chow Kit, Kuala Lumpur",MYR 179,2 km from centre,One-Bedroom Apartment
N/A,N/A,3 out of 5,N/A,N/A,6.8,Review score,434,Sun Inns Hotel Batu Caves,Kuala Lumpur,MYR 76,8.8 km from centre,Double Room
N/A,N/A,2 out of 5,N/A,N/A,6.3,Review score,696,SCC Hotel,Kuala Lumpur,MYR 57,3.6 km from centre,Standard Queen Room
N/A,N/A,N/A,4 out of 5,N/A,8.9,Fabulous,32,Mid Valley 1km away Verve Suites Old Klang Road,"Mid Valley, Kuala Lumpur",MYR 138,7.9 km from centre,One-Bedroom Apartment
N/A,N/A,4 out of 5,N/A,This is a Preferred Plus property,7.4,Good,45,PLAZA Apartment at Berjaya Times Square KL,"Bukit Bintang, Kuala Lumpur",MYR 342,1.3 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,4 out of 5,N/A,9.2,Superb,45,Continew Residences TRX Lux Pool View,"Pudu, Kuala Lumpur",MYR 120,2.5 km from centre,Studio Apartment
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Summer suites,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 175,0.8 km from centre,One-Bedroom Apartment
Travel Sustainable Level 2,N/A,N/A,3 out of 5,N/A,7.2,Good,99,EXPRESSIONZ KLCC by Gsuites,Kuala Lumpur,MYR 153,2 km from centre,Deluxe King Room
Travel Sustainable Level 3,N/A,5 out of 5,N/A,N/A,7.7,Good,3,Star Grand Suites KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 539,0.9 km from centre,Superior Suite
N/A,N/A,2 out of 5,N/A,N/A,7.5,Good,646,Smile Hotel Wangsa Maju,Kuala Lumpur,MYR 91,6.3 km from centre,classic double
Travel Sustainable Level 3,N/A,N/A,4 out of 5,N/A,9.6,Exceptional,37,Mercu Summer Suite KLCC by Minshuku,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 170,0.7 km from centre,Deluxe Queen Studio
N/A,N/A,2 out of 5,N/A,N/A,6.9,Review score,52,Citytop Hotel Cheras,Kuala Lumpur,MYR 84,10.9 km from centre,Standard Queen Room
Travel Sustainable Level 3,N/A,5 out of 5,N/A,This is a Preferred Partner property,8.4,Very good,"2,026",THE FACE Suites,"Kuala Lumpur City-Centre, Kuala Lumpur",MYR 407,0.7 km from centre,Superior One-Bedroom Suite
N/A,N/A,4 out of 5,N/A,This is a Preferred Partner property,8.5,Very good,78,King Service Suite At Times Square,"Bukit Bintang, Kuala Lumpur",MYR 399,1.3 km from centre,One-Bedroom Apartment
Travel Sustainable Level 2,N/A,4 out of 5,N/A,This is a Preferred Partner property,7.7,Good,624,Hotel Royal Kuala Lumpur,"Bukit Bintang, Kuala Lumpur",MYR 254,1.1 km from centre,Deluxe Double or Twin Room
Travel Sustainable Level 2,N/A,5 out of 5,N/A,This is a Preferred Partner property,8.1,Very good,"4,084",Grand Millennium Kuala Lumpur,"Bukit Bintang, Kuala Lumpur",MYR 431,0.9 km from centre,Deluxe Room with One King Bed
N/A,N/A,2 out of 5,N/A,N/A,3.3,Review score,100,SPOT ON 90137 Casavilla Hotel Pudu,"Bukit Bintang, Kuala Lumpur",MYR 73,1.1 km from centre,Standard Double Room
N/A,N/A,N/A,N/A,N/A,5.5,Review score,174,Raintree Hotel,Kuala Lumpur,MYR 80,9.5 km from centre,Standard Queen Room without Window
N/A,N/A,N/A,3 out of 5,This is a Preferred Partner property,7.6,Good,201,KL Sentral Bangsar Suites EST BY PSM LUXURY SUITES,"Brickfields, Kuala Lumpur",MYR 147,4.3 km from centre,Studio Apartment
N/A,N/A,3 out of 5,N/A,N/A,7.6,Good,299,Asia Like Boutique Hotel,"Bukit Bintang, Kuala Lumpur",MYR 118,1.3 km from centre,Standard Queen (No Window)
N/A,N/A,N/A,N/A,N/A,8.0,Very good,1,Taragon suits puteri bintang kl,"Bukit Bintang, Kuala Lumpur",MYR 189,1.6 km from centre,One-Bedroom Apartment
Travel Sustainable Level 3,N/A,4 out of 5,N/A,This is a Preferred Partner property,8.1,Very good,384,Arte Plus KLCC Designer Suites by Cobnb,"Ampang, Kuala Lumpur",MYR 159,4.5 km from centre,Deluxe Studio
N/A,N/A,N/A,4 out of 5,N/A,9.3,Superb,3,3-bedroom w Pool - Fahrenheit Suites Bukit Bintang,"Bukit Bintang, Kuala Lumpur",MYR 441,1 km from centre,Three-Bedroom Apartment
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CLB371B Best Pool View Klcc TRX Merdeka 118 near Monorail CLB371B,"Chow Kit, Kuala Lumpur",MYR 96,1.1 km from centre,One-Bedroom Apartment
N/A,N/A,N/A,3 out of 5,N/A,7.1,Good,50,The Luxe KLCC View Sky Pool,"Chow Kit, Kuala Lumpur",MYR 143,1.1 km from centre,Studio Apartment
Travel Sustainable Level 1,N/A,4 out of 5,N/A,This is a Preferred Partner property,7.7,Good,580,Best Apartment at Times Square,"Bukit Bintang, Kuala Lumpur",MYR 265,1.3 km from centre,Premier Studio Apartment
N/A,N/A,3 out of 5,N/A,This is a Preferred Partner property,7.2,Good,571,"Avenue J Hotel, Central Market",Kuala Lumpur,MYR 122,1.6 km from centre,Standard Windowless Room
